0,[-13.06712613  -5.50645116   0.03046114],-1.2800712331806974,prey,7.909403341632908
1,[ 5.48032753 13.9122016   0.03046095],-1.284938897887191,prey,19.88952436351166
0,[-13.05301809  -5.61319471   0.06941311],-0.7060623341722523,prey,3.148701477318191
1,[ 5.49892982 13.86834177  0.04493454],-0.9927213428003157,prey,20.6238357092155
0,[-13.07317542  -5.66563574   0.05757078],-0.7414674962134797,prey,2.8974641221001898
1,[ 5.45258422 13.80095107  0.05779695],-1.2616957905429609,prey,20.378243585865594
0,[-13.17458761  -5.70321986   0.04809231],-1.2124255607256327,prey,4.842386023773076
1,[ 5.3932386  13.72744806  0.03814861],-1.6967642094806548,prey,20.10927671365471
0,[-13.13015736  -5.76207399   0.06927447],-0.7758475729236807,prey,3.04597492331889
1,[ 5.41120422 13.69366664  0.05429231],-1.4892907393101997,prey,20.211200262335147
0,[-13.23666202  -5.80683967   0.07369713],-1.1586683830885867,prey,4.911794339589921
1,[ 5.36660084 13.59353867  0.07229237],-1.9772191154850804,prey,19.879100855634817
0,[-13.20444928  -5.87787384   0.06653084],-0.9265175589052905,prey,5.105988689547089
1,[ 5.38482933 13.58385088  0.0475535 ],-1.836033044987623,prey,20.01834886158859
0,[-13.23392981  -6.02782075   0.05780469],-0.8653337781243202,prey,5.127882246179574
1,[ 5.41680863 13.50434064  0.07398966],-1.8540401600063408,prey,20.07023671938786
0,[-13.31021119  -6.02437153   0.03052889],-1.2987696250088057,prey,4.97478792913118
1,[ 5.4153622  13.44576125  0.03040092],-2.294946351607423,prey,19.710251472084018
0,[-13.28259203  -6.10324834   0.07501218],-0.9592343986195511,prey,5.227006547935014
1,[ 5.4624971  13.43964158  0.05254591],-2.0485911199886497,prey,19.95562076729094
0,[-13.35135946  -6.1849925    0.07039467],-1.0282886052435791,prey,5.15239051407007
1,[ 5.4825876  13.34149518  0.07621902],-2.251931901608307,prey,19.82192637561372
0,[-13.40656807  -6.21661144   0.040312  ],-1.274467224474463,prey,5.121614212907567
1,[ 5.49006082 13.27249314  0.03175755],-2.5717830874904104,prey,19.56369782756892
0,[-13.3959435   -6.31124366   0.03714019],-0.8376755278442278,prey,5.3866182705270464
1,[ 5.53922554 13.26948362  0.03458511],-2.394732100008909,prey,19.76581706651228
0,[-13.45539056  -6.34000885   0.03054025],-1.2658418053208784,prey,5.201559025183032
1,[ 5.57222403 13.19707233  0.03042398],-2.9020880590139453,prey,19.36578891478497
0,[-13.42845573  -6.40795655   0.07849727],-0.9905972438572288,prey,5.4477152391670565
1,[ 5.63072624 13.19747946  0.06099331],-2.8588832416621877,prey,19.432677517969886
0,[-13.46580405  -6.47860622   0.05366963],-0.8936956063280914,prey,5.4994031134272205
1,[ 5.69361415 13.15012365  0.07520722],-2.9630202610038423,prey,19.39731453351433
0,[12.70749753  1.62999524  0.03038748],-0.7854324330770934,prey,-0.999767770696905
1,[12.2422037  14.71431802  0.0303684 ],-0.7854087280212974,prey,0.4422534438208858
